provider_location_guid,loc_phone,loc_name,loc_admin_street1,loc_admin_city,loc_admin_state,loc_admin_zip,web_address,pre_screen,insurance_accepted,walkins_accepted,provider_notes,searchable_name,in_stock,quantity_last_updated,opening_hours
ed394dc3-9039-4fb5-a997-3908c70f047b,919-870-4984,Harris Teeter Pharmacy #09700395,1432 BRODGEN WOODS DR,WAKE FOREST,NC,27587,https://www.harristeeter.com/rx/guest/get-vaccinated,https://www.harristeeter.com/covidcare,True,False,Not Available,Flu Shot,True,2023-04-07,sunday_hours:  11:00 AM - 5:00 PM  |  monday_hours:  9:00 AM - 7:00 PM  |  tuesday_hours:  9:00 AM - 7:00 PM  |  wednesday_hours:  9:00 AM - 7:00 PM  |  thursday_hours:  9:00 AM - 7:00 PM  |  friday_hours:  9:00 AM - 7:00 PM  |  saturday_hours:  9:00 AM - 5:00 PM
c4370527-595a-464d-9890-1b9684786cf2,704-872-6355,"CVS Pharmacy, Inc. #05591",178 TURNERSBURG HWY,STATESVILLE,NC,28625,https://www.cvs.com/store-locator/details-directions/005591,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,True,2022-11-19,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  08:00AM-09:00PM  |  tuesday_hours:  08:00AM-09:00PM  |  wednesday_hours:  08:00AM-09:00PM  |  thursday_hours:  09:00AM-02:00PM  |  friday_hours:  08:00AM-09:00PM  |  saturday_hours:  09:00AM-06:00PM
4d0d82b1-1514-4eb8-b64d-a741a0c5377a,704-810-9912,Walgreens Co. #19943,2465 SOUTH NEW HOPE ROAD,GASTONIA,NC,28054-8433,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,Flu Shot (Egg free),True,2023-04-03,sunday_hours:  10:00AM - 06:00PM  |  monday_hours:  09:00AM - 09:00PM  |  tuesday_hours:  09:00AM - 09:00PM  |  wednesday_hours:  09:00AM - 09:00PM  |  thursday_hours:  09:00AM - 09:00PM  |  friday_hours:  09:00AM - 09:00PM  |  saturday_hours:  09:00AM - 06:00PM
02f03164-3ee7-4b42-8627-ec76deeb8e19,704-544-3263,"CVS Pharmacy, Inc. #03319",9915 PARK CEDAR DR,CHARLOTTE,NC,28210,https://www.cvs.com/store-locator/details-directions/003319,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot (Egg free),False,2023-04-06,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  08:00AM-09:00PM  |  tuesday_hours:  08:00AM-09:00PM  |  wednesday_hours:  08:00AM-09:00PM  |  thursday_hours:  08:00AM-09:00PM  |  friday_hours:  08:00AM-09:00PM  |  saturday_hours:  09:00AM-06:00PM
258ecdb3-ca47-4d2d-b62f-bab604223988,336-804-6052,Walmart Inc #10-7206,10250 S Main St,Archdale,NC,27263-3132,https://www.walmart.com/store/7206,Not Available,True,True,Not Available,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-03-28,"sunday_hours:  10:00 AM - 1:30PM, 2:00 PM - 6:00 PM  |  monday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  tuesday_hours:  6:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  wednesday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  thursday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  friday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM"
3b19e1aa-391d-4f96-b567-bebdd7de1dc8,919-821-1407,Walgreens Co. #19935,1601 CROSS LINK ROAD,RALEIGH,NC,27610-4186,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-04-03,sunday_hours:  11:00AM - 03:00PM  |  monday_hours:  09:00AM - 07:00PM  |  tuesday_hours:  09:00AM - 07:00PM  |  wednesday_hours:  09:00AM - 07:00PM  |  thursday_hours:  09:00AM - 07:00PM  |  friday_hours:  09:00AM - 07:00PM  |  saturday_hours:  09:00AM - 06:00PM
a90f9f93-6c51-4e2b-b16e-61954cc71eb6,828-874-2119,"CVS Pharmacy, Inc. #03120","301 US 70, PO BOX 285",RUTHERFORD COLLEGE,NC,28671,https://www.cvs.com/store-locator/details-directions/003120,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,True,2022-11-19,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  08:00AM-08:00PM  |  tuesday_hours:  08:00AM-08:00PM  |  wednesday_hours:  08:00AM-08:00PM  |  thursday_hours:  08:00AM-08:00PM  |  friday_hours:  08:00AM-08:00PM  |  saturday_hours:  09:00AM-06:00PM
2e73d2f1-5cfe-4872-957e-beb20a068e4e,919-772-0767,Harris Teeter Pharmacy #09700283,8101 FAYETTEVILLE RD,RALEIGH,NC,27603,https://www.harristeeter.com/rx/guest/get-vaccinated,https://www.harristeeter.com/covidcare,True,False,Not Available,"Flu Shot (65+, high-dose or adjuvanted)",False,2023-04-07,sunday_hours:  11:00 AM - 6:00 PM  |  monday_hours:  9:00 AM - 8:00 PM  |  tuesday_hours:  9:00 AM - 8:00 PM  |  wednesday_hours:  9:00 AM - 8:00 PM  |  thursday_hours:  9:00 AM - 8:00 PM  |  friday_hours:  9:00 AM - 8:00 PM  |  saturday_hours:  9:00 AM - 6:00 PM
eea1d5d1-88ad-42fa-a817-04fe78a2665a,704-786-3411,Walgreens Co. #7699,1495 CONCORD PKWY N,CONCORD,NC,28025-2932,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,Flu Shot (Egg free),True,2023-04-03,sunday_hours:  12:00AM - 12:00AM  |  monday_hours:  09:00AM - 07:00PM  |  tuesday_hours:  09:00AM - 07:00PM  |  wednesday_hours:  09:00AM - 07:00PM  |  thursday_hours:  09:00AM - 07:00PM  |  friday_hours:  09:00AM - 07:00PM  |  saturday_hours:  12:00AM - 12:00AM
fc45e5b2-1870-45ce-83d3-7cb6139cd451,910-296-0675,"CVS Pharmacy, Inc. #07043",634 S. MAIN ST.,KENANSVILLE,NC,28349,https://www.cvs.com/store-locator/details-directions/007043,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot (Egg free),False,2023-04-06,sunday_hours:  11:00AM-05:00PM  |  monday_hours:  09:00AM-07:00PM  |  tuesday_hours:  09:00AM-07:00PM  |  wednesday_hours:  09:00AM-07:00PM  |  thursday_hours:  09:00AM-07:00PM  |  friday_hours:  09:00AM-07:00PM  |  saturday_hours:  10:00AM-06:00PM
9f604324-1607-44ce-9550-3b1e51b79873,910-843-3459,"CVS Pharmacy, Inc. #04374",903 EAST 4TH AVE.,RED SPRINGS,NC,28377,https://www.cvs.com/store-locator/details-directions/004374,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-04-06,sunday_hours:  11:00AM-05:00PM  |  monday_hours:  09:00AM-08:00PM  |  tuesday_hours:  09:00AM-08:00PM  |  wednesday_hours:  09:00AM-08:00PM  |  thursday_hours:  09:00AM-08:00PM  |  friday_hours:  09:00AM-08:00PM  |  saturday_hours:  10:00AM-06:00PM
73f5bb5b-cfa3-4063-931f-a612ef313050,704-658-9180,Walgreens Co. #6688,542 RIVER HWY,MOORESVILLE,NC,28117-6829,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-04-03,sunday_hours:  12:00AM - 12:00AM  |  monday_hours:  12:00AM - 12:00AM  |  tuesday_hours:  12:00AM - 12:00AM  |  wednesday_hours:  12:00AM - 12:00AM  |  thursday_hours:  12:00AM - 12:00AM  |  friday_hours:  12:00AM - 12:00AM  |  saturday_hours:  12:00AM - 12:00AM
053cebbb-a6a3-43b2-8487-a875eb29f984,919-462-3432,Walgreens Co. #7341,2323 NW MAYNARD RD,CARY,NC,27513-8826,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,Flu Shot,True,2023-04-03,sunday_hours:  10:00AM - 06:00PM  |  monday_hours:  08:00AM - 08:00PM  |  tuesday_hours:  08:00AM - 08:00PM  |  wednesday_hours:  08:00AM - 08:00PM  |  thursday_hours:  08:00AM - 08:00PM  |  friday_hours:  08:00AM - 08:00PM  |  saturday_hours:  09:00AM - 06:00PM
4a864f12-7b2c-41b6-adb8-fa036ef79449,704-526-4651,Walgreens Co. #16405,1500 3RD ST,CHARLOTTE,NC,28204-3232,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,Flu Shot (Egg free),True,2023-04-03,sunday_hours:  12:00AM - 12:00AM  |  monday_hours:  09:00AM - 05:00PM  |  tuesday_hours:  09:00AM - 05:00PM  |  wednesday_hours:  09:00AM - 05:00PM  |  thursday_hours:  09:00AM - 05:00PM  |  friday_hours:  09:00AM - 05:00PM  |  saturday_hours:  12:00AM - 12:00AM
11551f7f-5b77-4367-8417-e334b4bd1972,910-277-9097,Walgreens Co. #15648,821 WESTWOOD WAY,LAURINBURG,NC,28352-3410,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,Flu Shot (Egg free),True,2023-04-03,sunday_hours:  10:00AM - 06:00PM  |  monday_hours:  08:00AM - 08:00PM  |  tuesday_hours:  08:00AM - 08:00PM  |  wednesday_hours:  08:00AM - 08:00PM  |  thursday_hours:  08:00AM - 08:00PM  |  friday_hours:  08:00AM - 08:00PM  |  saturday_hours:  09:00AM - 06:00PM
8b349746-2df8-4c4f-b0bd-5c34356d839b,910-395-9312,Harris Teeter Pharmacy #09700158,820 S COLLEGE RD,WILMINGTON,NC,28403,https://www.harristeeter.com/rx/guest/get-vaccinated,https://www.harristeeter.com/covidcare,True,False,Not Available,Flu Shot (Egg free),False,2023-04-07,sunday_hours:  11:00 AM - 6:00 PM  |  monday_hours:  9:00 AM - 8:00 PM  |  tuesday_hours:  9:00 AM - 8:00 PM  |  wednesday_hours:  9:00 AM - 8:00 PM  |  thursday_hours:  9:00 AM - 8:00 PM  |  friday_hours:  9:00 AM - 8:00 PM  |  saturday_hours:  9:00 AM - 6:00 PM
f421e953-c4db-457d-b2ea-82aceee626fe,336-291-4969,Walmart Inc #10-6176,5611 W Friendly Ave,Greensboro,NC,27410-4213,https://www.walmart.com/store/6176,Not Available,True,True,Not Available,Flu Nasal Spray,False,2023-03-28,"sunday_hours:  10:00 AM - 1:30PM, 2:00 PM - 6:00 PM  |  monday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  tuesday_hours:  6:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  wednesday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  thursday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  friday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM"
9607990a-6c1b-4cc2-9134-1420fee2aabc,828-693-4186,"CVS Pharmacy, Inc. #03582",1605 FOUR SEASON BLVD.,HENDERSONVILLE,NC,28792,https://www.cvs.com/store-locator/details-directions/003582,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,False,2023-04-06,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  09:00AM-07:00PM  |  tuesday_hours:  09:00AM-07:00PM  |  wednesday_hours:  09:00AM-07:00PM  |  thursday_hours:  09:00AM-07:00PM  |  friday_hours:  09:00AM-07:00PM  |  saturday_hours:  10:00AM-05:00PM
6eb01578-14f6-4736-8b12-3564a5c2ff42,919-942-5125,"CVS Pharmacy, Inc. #03898","1718 N FORDHAM BLVD.,",CHAPEL HILL,NC,27514,https://www.cvs.com/store-locator/details-directions/003898,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,"Flu Shot (65+, high-dose or adjuvanted)",False,2023-04-06,sunday_hours:  10:00AM-09:00PM  |  monday_hours:  09:00AM-10:00PM  |  tuesday_hours:  09:00AM-10:00PM  |  wednesday_hours:  09:00AM-10:00PM  |  thursday_hours:  09:00AM-10:00PM  |  friday_hours:  09:00AM-10:00PM  |  saturday_hours:  09:00AM-09:00PM
ea483052-e23e-449f-8d60-619eac38eeb6,828-369-3784,Smart Pharmacy,60 Georgia Rd,FRANKLIN,NC,28734,https://healthmartcovidvaccine.com,https://healthmartcovidvaccine.com,True,False,Scheduling an appointment is recommended. Please call to confirm COVID-19 vaccine and/or Flu vaccine Walk-In availability,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-04-07,sunday_hours:  nan  |  monday_hours:  10:00 AM - 04:00 PM  |  tuesday_hours:  10:00 AM - 04:00 PM  |  wednesday_hours:  10:00 AM - 04:00 PM  |  thursday_hours:  10:00 AM - 04:00 PM  |  friday_hours:  10:00 AM - 04:00 PM  |  saturday_hours:  nan
65f641e3-d99d-4c37-bf43-794abd9df9e4,252-917-6190,Walmart Inc #10-7337,1826 E Arlington Blvd,Greenville,NC,27858-5873,https://www.walmart.com/store/7337,Not Available,True,True,Not Available,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-03-28,"sunday_hours:  10:00 AM - 1:30PM, 2:00 PM - 6:00 PM  |  monday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  tuesday_hours:  6:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  wednesday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  thursday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  friday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM"
add3fbfc-5829-4857-b694-3cb3127d26e0,910-429-7401,Walmart Inc #10-2929,3030 N Main St,Hope Mills,NC,28348-1722,https://www.walmart.com/store/2929,Not Available,True,True,Not Available,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-03-28,"sunday_hours:  10:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  monday_hours:  9:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  tuesday_hours:  6:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  wednesday_hours:  9:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  thursday_hours:  9:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  friday_hours:  9:00 AM - 1:30PM, 2:00 PM - 5:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 5:00 PM"
b66953ad-93fd-4157-9257-ff6f6ae25fe0,704-882-2743,"CVS Pharmacy, Inc. #02877",14600 LAWYERS RD.,MATTHEWS,NC,28104,https://www.cvs.com/store-locator/details-directions/002877,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot (Egg free),False,2023-04-06,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  09:00AM-09:00PM  |  tuesday_hours:  09:00AM-09:00PM  |  wednesday_hours:  09:00AM-09:00PM  |  thursday_hours:  09:00AM-09:00PM  |  friday_hours:  09:00AM-09:00PM  |  saturday_hours:  10:00AM-06:00PM
08715b2f-a52d-4622-8bd9-231190ad6e46,704-789-9602,Harris Teeter Pharmacy #09700190,9900 POPLAR TENT RD STE 124,CONCORD,NC,28027,https://www.harristeeter.com/rx/guest/get-vaccinated,https://www.harristeeter.com/covidcare,True,False,Not Available,Flu Shot (Egg free),True,2023-04-07,sunday_hours:  11:00 AM - 6:00 PM  |  monday_hours:  9:00 AM - 8:00 PM  |  tuesday_hours:  9:00 AM - 8:00 PM  |  wednesday_hours:  9:00 AM - 8:00 PM  |  thursday_hours:  9:00 AM - 8:00 PM  |  friday_hours:  9:00 AM - 8:00 PM  |  saturday_hours:  9:00 AM - 6:00 PM
7c69d082-f623-40c3-b0c6-9a8405cf93da,919-496-6111,"CVS Pharmacy, Inc. #03831",102 N. BICKETT BLVD.,LOUISBURG,NC,27549,https://www.cvs.com/store-locator/details-directions/003831,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,True,2022-11-19,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  09:00AM-08:00PM  |  tuesday_hours:  09:00AM-08:00PM  |  wednesday_hours:  09:00AM-08:00PM  |  thursday_hours:  09:00AM-08:00PM  |  friday_hours:  09:00AM-08:00PM  |  saturday_hours:  10:00AM-06:00PM
361e0dd3-23be-49ad-90f9-accc7a31df2e,919-242-2067,Food Lion #2581,4700 US Hwy 117 N,Pikeville,NC,27863,https://foodlionsched.rxtouch.com/rbssched/program/wellness,https://foodlionsched.rxtouch.com/rbssched/program/wellness,True,True,Not Available,Flu Shot,False,2023-04-07,sunday_hours:  nan  |  monday_hours:  9:00AM-7:00PM  |  tuesday_hours:  9:00AM-7:00PM  |  wednesday_hours:  9:00AM-7:00PM  |  thursday_hours:  9:00AM-7:00PM  |  friday_hours:  9:00AM-7:00PM  |  saturday_hours:  9:00AM-7:00PM
511e242b-01aa-4e9a-aa9b-2e6877449dcd,919-362-3737,Walmart Inc #10-3889,3151 Apex Peakway,Apex,NC,27502-5709,https://www.walmart.com/store/3889,Not Available,True,True,Not Available,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-03-28,"sunday_hours:  10:00 AM - 1:25PM, 2:10PM - 5:00 PM  |  monday_hours:  9:00 AM - 1:25PM, 2:10PM - 5:00 PM  |  tuesday_hours:  6:00 AM - 1:25PM, 2:10PM - 5:00 PM  |  wednesday_hours:  9:00 AM - 1:25PM, 2:10PM - 5:00 PM  |  thursday_hours:  9:00 AM - 1:25PM, 2:10PM - 5:00 PM  |  friday_hours:  9:00 AM - 1:25PM, 2:10PM - 5:00 PM  |  saturday_hours:  9:00 AM - 1:25PM, 2:10PM - 5:00 PM"
47576ace-7805-4027-9bb4-a40f44ccfe37,828-287-4227,"CVS Pharmacy, Inc. #03559",111 S. MAIN ST.,RUTHERFORDTON,NC,28139,https://www.cvs.com/store-locator/details-directions/003559,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,True,2022-11-19,sunday_hours:  10:00AM-06:00PM  |  monday_hours:  08:00AM-09:00PM  |  tuesday_hours:  08:00AM-09:00PM  |  wednesday_hours:  08:00AM-09:00PM  |  thursday_hours:  08:00AM-09:00PM  |  friday_hours:  08:00AM-09:00PM  |  saturday_hours:  09:00AM-06:00PM
7ed1f54d-26a8-407d-bf61-86d0c72d9ee0,704-664-5238,Walmart Inc #10-1156,169 Norman Station Blvd,Mooresville,NC,28117-6396,https://www.walmart.com/store/1156,Not Available,True,True,Not Available,"Flu Shot (65+, high-dose or adjuvanted)",False,2023-03-28,"sunday_hours:  10:00 AM - 1:30PM, 2:00 PM - 6:00 PM  |  monday_hours:  9:00 AM - 7:00 PM  |  tuesday_hours:  6:00 AM - 7:00 PM  |  wednesday_hours:  9:00 AM - 7:00 PM  |  thursday_hours:  9:00 AM - 7:00 PM  |  friday_hours:  9:00 AM - 7:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM"
fb312762-139f-4eba-bfe6-2915c1750971,704-583-2602,"CVS Pharmacy, Inc. #17215",12830 WALKER BRANCH RD,CHARLOTTE,NC,28273,https://www.cvs.com/store-locator/details-directions/017215,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,False,2023-01-14,sunday_hours:  09:00AM-06:00PM  |  monday_hours:  09:00AM-08:00PM  |  tuesday_hours:  09:00AM-08:00PM  |  wednesday_hours:  09:00AM-08:00PM  |  thursday_hours:  09:00AM-08:00PM  |  friday_hours:  09:00AM-08:00PM  |  saturday_hours:  09:00AM-06:00PM
1b46cd9a-7cc6-4aba-a12d-143d0dc6fa92,919-693-8801,"CVS Pharmacy, Inc. #03985",215 WILLIAMSBORO ST,OXFORD,NC,27565,https://www.cvs.com/store-locator/details-directions/003985,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,"Flu Shot (65+, high-dose or adjuvanted)",False,2023-04-06,sunday_hours:  12:00PM-06:00PM  |  monday_hours:  09:00AM-08:00PM  |  tuesday_hours:  09:00AM-08:00PM  |  wednesday_hours:  09:00AM-08:00PM  |  thursday_hours:  09:00AM-08:00PM  |  friday_hours:  09:00AM-08:00PM  |  saturday_hours:  09:00AM-06:00PM
84f16651-57e8-448e-8205-aec1413b308a,910-653-3562,Walgreens Co. #16172,808 E 5TH ST,TABOR CITY,NC,28463-2200,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-04-03,sunday_hours:  12:00AM - 12:00AM  |  monday_hours:  09:00AM - 07:00PM  |  tuesday_hours:  09:00AM - 07:00PM  |  wednesday_hours:  09:00AM - 07:00PM  |  thursday_hours:  09:00AM - 07:00PM  |  friday_hours:  09:00AM - 07:00PM  |  saturday_hours:  09:00AM - 06:00PM
4a864f12-7b2c-41b6-adb8-fa036ef79449,704-526-4651,Walgreens Co. #16405,1500 3RD ST,CHARLOTTE,NC,28204-3232,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-04-03,sunday_hours:  12:00AM - 12:00AM  |  monday_hours:  09:00AM - 05:00PM  |  tuesday_hours:  09:00AM - 05:00PM  |  wednesday_hours:  09:00AM - 05:00PM  |  thursday_hours:  09:00AM - 05:00PM  |  friday_hours:  09:00AM - 05:00PM  |  saturday_hours:  12:00AM - 12:00AM
1d2150dc-123a-44fa-a34e-0a387a2c6e20,919-682-9546,Walgreens Co. #16137,1812 HOLLOWAY ST,DURHAM,NC,27703-2210,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,Flu Shot,True,2023-04-03,sunday_hours:  10:00AM - 06:00PM  |  monday_hours:  09:00AM - 09:00PM  |  tuesday_hours:  09:00AM - 09:00PM  |  wednesday_hours:  09:00AM - 09:00PM  |  thursday_hours:  09:00AM - 09:00PM  |  friday_hours:  09:00AM - 09:00PM  |  saturday_hours:  09:00AM - 06:00PM
4fafdeac-3167-44d1-87df-8b1403896968,828-274-3631,"CVS Pharmacy, Inc. #04105",1080 HENDERSONVILLE ROAD,ASHEVILLE,NC,28803,https://www.cvs.com/store-locator/details-directions/004105,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,False,2023-04-06,sunday_hours:  11:00AM-05:00PM  |  monday_hours:  09:00AM-07:00PM  |  tuesday_hours:  09:00AM-07:00PM  |  wednesday_hours:  09:00AM-07:00PM  |  thursday_hours:  09:00AM-07:00PM  |  friday_hours:  09:00AM-07:00PM  |  saturday_hours:  10:00AM-06:00PM
6077af1c-e201-4e89-b8ea-6a1ea5998142,252-515-5002,Walmart Inc #10-7098,6645 Highway 70,Newport,NC,28570-3400,https://www.walmart.com/store/7098,Not Available,True,True,Not Available,"Flu Shot (65+, high-dose or adjuvanted)",True,2023-03-28,"sunday_hours:  10:00 AM - 1:30PM, 2:00 PM - 6:00 PM  |  monday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  tuesday_hours:  6:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  wednesday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  thursday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  friday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM"
60c0d09b-e994-407a-b120-77127810929f,336-282-7908,"CVS Pharmacy, Inc. #07959",4000 BATTLEGROUND AVE.,GREENSBORO,NC,27410,https://www.cvs.com/store-locator/details-directions/007959,https://www.cvs.com/immunizations/get-vaccinated,True,True,It is highly recommended to make an appointment for pediatric (5-11 years old) COVID-19 vaccinations.,Flu Shot,False,2023-04-06,sunday_hours:  11:00AM-05:00PM  |  monday_hours:  09:00AM-07:00PM  |  tuesday_hours:  09:00AM-07:00PM  |  wednesday_hours:  09:00AM-07:00PM  |  thursday_hours:  09:00AM-07:00PM  |  friday_hours:  09:00AM-07:00PM  |  saturday_hours:  10:00AM-06:00PM
174ae977-2773-4bb3-b62c-47137cde06f4,252-695-6253,Walgreens Co. #2453,3101 E 10TH ST,GREENVILLE,NC,27858-4203,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,True,True,Appointments are not required to receive a Flu vaccine.  walk-ins are accepted at this time.,Flu Shot (Egg free),True,2023-04-03,sunday_hours:  10:00AM - 06:00PM  |  monday_hours:  08:00AM - 10:00PM  |  tuesday_hours:  08:00AM - 10:00PM  |  wednesday_hours:  08:00AM - 10:00PM  |  thursday_hours:  08:00AM - 10:00PM  |  friday_hours:  08:00AM - 10:00PM  |  saturday_hours:  09:00AM - 06:00PM
10b8f102-7d03-46b9-b612-014dde363b24,910-346-2148,Sams Club #10-6573,1170 Western Blvd,Jacksonville,NC,28546-6651,https://www.samsclub.com/club/6573,Not Available,True,True,Not Available,Flu Nasal Spray,False,2023-03-28,"sunday_hours:  nan  |  monday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  tuesday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  wednesday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  thursday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  friday_hours:  9:00 AM - 1:30PM, 2:00 PM - 7:00 PM  |  saturday_hours:  9:00 AM - 1:30PM, 2:00 PM - 6:00 PM"
